globalid,COMPLETE,DEVICE_ID,DEVICE_TYPE,DURATION,END_TIME,EVENT_ID,H3_LIST,INFO_ALTITUDE,INFO_CMD,INFO_DEVICE_ID,INFO_EVENT_ID,INFO_H3_INDEX,INFO_HEADING,INFO_INFO_frame_time,INFO_INFO_ODID_basicID_id,INFO_INFO_ODID_basicID_uaType,INFO_INFO_ODID_loc_direction,INFO_INFO_ODID_loc_geoAlt,INFO_INFO_ODID_loc_height,INFO_INFO_ODID_loc_lat,INFO_INFO_ODID_loc_lon,INFO_INFO_ODID_loc_speed,INFO_INFO_ODID_loc_status,INFO_INFO_ODID_loc_vspeed,INFO_INFO_ODID_operator_id,INFO_INFO_ODID_operator_type,INFO_INFO_ODID_selfID_id,INFO_INFO_ODID_selfID_type,INFO_INFO_ODID_system_geoAlt,INFO_INFO_ODID_system_lat,INFO_INFO_ODID_system_lon,INFO_INFO_OpenDroneID_loc_lat,INFO_INFO_OpenDroneID_loc_lon,INFO_INFO_radio_bssid,INFO_INFO_radio_channel,INFO_INFO_radio_frequency,INFO_INFO_radio_rss,INFO_INFO_radio_ssid,INFO_INFO_radio_type,INFO_LAT,INFO_LOC_STATUS,INFO_LOC_STATUS_LABEL,INFO_LON,INFO_MODULE_TYPE,INFO_NODE_ID,INFO_OPERATOR_TYPE,INFO_OPERATOR_TYPE_LABEL,INFO_RAW_DEVICE_ID,INFO_SPEED,INFO_SYSTEM_LAT,INFO_SYSTEM_LON,INFO_TIME_DELAY,INFO_TIME_STAMP,INFO_UA_TYPE,INFO_UA_TYPE_LABEL,INFO_VSPEED,MAC,MAKE,MANUFACTURER,MAX_ALTITUDE,MAX_SPEED,MODEL,NODE_LIST,OPERATOR_ID,RAW_DEVICE_ID,SERVICE_LIST,SSID,START_TIME,u_id,UAS_ID,UAS_ID_LIST,UAS_ID_RECORDS,UAS_ID_TYPE,WARNING
{8B926790-BE29-5298-2003-15A45F894CF5},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,10.113502025604248,,1cz1yvXaTyvd,"[""852a1393fffffff""]",61.299999999999997,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.317538779444639,-74.037709533606247,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.317538779444639,2.000000000000000,Airborne,-74.037709533606247,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,50.869999999999997,40.321086706179656,-74.033074126188950,0.061704000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,55.880000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{CE2983BD-FEA4-5B5C-9689-2485136CD0E9},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,12.093825101852417,,1cz1yvXaTyvd,"[""852a1393fffffff""]",59.899999999999999,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.317349241819194,-74.038217078836155,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.317349241819194,2.000000000000000,Airborne,-74.038217078836155,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,47.920000000000002,40.321086706179656,-74.033074126188950,0.051692000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,55.880000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{6F06A052-C23A-41F3-BC72-2B3BBF25D8AD},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,14.064763069152832,,1cz1yvXaTyvd,"[""852a1393fffffff""]",58.500000000000000,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.316996806199739,-74.038671745380711,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.316996806199739,2.000000000000000,Airborne,-74.038671745380711,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,54.969999999999999,40.321086706179656,-74.033074126188950,0.050331000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,55.880000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{418D2A11-3FB3-661F-EE98-CBD95BAEDA4F},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,16.043656110763550,,1cz1yvXaTyvd,"[""852a1393fffffff""]",57.799999999999997,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.316558035072255,-74.038996556891732,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.316558035072255,2.000000000000000,Airborne,-74.038996556891732,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,56.020000000000003,40.321086706179656,-74.033074126188950,0.052064000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,56.020000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{B57DCC90-DFF0-4CCD-3A42-D73832B5070E},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,18.033565998077393,,1cz1yvXaTyvd,"[""852a1393fffffff""]",57.299999999999997,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.316181489252926,-74.039192280560016,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.316181489252926,2.000000000000000,Airborne,-74.039192280560016,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,45.039999999999999,40.321086706179656,-74.033074126188950,0.051740000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,56.020000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{D2DB4074-3F88-2431-8187-E84F9745E61F},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,20.013636112213135,,1cz1yvXaTyvd,"[""852a1393fffffff""]",53.899999999999999,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.315749392320456,-74.039428131592373,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.315749392320456,2.000000000000000,Airborne,-74.039428131592373,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,52.039999999999999,40.321086706179656,-74.033074126188950,0.051603000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,56.020000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{799148DE-8F88-E62F-B835-E0CC4B7557AE},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,21.983489036560059,,1cz1yvXaTyvd,"[""852a1393fffffff""]",54.700000000000003,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.315399160515128,-74.039717164514485,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.315399160515128,2.000000000000000,Airborne,-74.039717164514485,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,46.009999999999998,40.321086706179656,-74.033074126188950,0.052022000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,56.020000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{0F899425-B42C-BCFC-EEA8-1ADB3C324422},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,23.973533153533936,,1cz1yvXaTyvd,"[""852a1393fffffff""]",50.200000000000003,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.315101383693666,-74.040158409600579,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.315101383693666,2.000000000000000,Airborne,-74.040158409600579,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,49.960000000000001,40.321086706179656,-74.033074126188950,0.051683000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,56.020000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{1A6173C6-276E-8E05-01FF-6443A3207BA5},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,25.963566064834595,,1cz1yvXaTyvd,"[""852a1393fffffff""]",51.000000000000000,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.314898442286236,-74.040657013518398,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.314898442286236,2.000000000000000,Airborne,-74.040657013518398,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,47.920000000000002,40.321086706179656,-74.033074126188950,0.061944000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,56.020000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
{EDAE9F98-FFA1-CF0F-8976-16BBE6B289E3},0.000000000000000,1581F5FJC247600D6INE,4.000000000000000,27.943579196929932,,1cz1yvXaTyvd,"[""852a1393fffffff""]",54.600000000000001,RID,1581F5FJC247600D6INE,1cz1yvXaTyvd,852a1393fffffff,,"Aug 06, 2024 19:00:34.115516 UTC",1581F5FJC247600D6INE,2,361.000000,110,80,40.317093154954506,-74.034785069124780,0,2,0,FIN87astrdge12k8,0,Drone ID test flight---,0,20.500000,40.321086706179656,-74.033074126188950,40.314693315442703,-74.041258874789236,00:0e:8e:bf:0e:69,6,2437,-62,DroneIDTest,wlan,40.314693315442703,2.000000000000000,Airborne,-74.041258874789236,RID,test_1,0.000000000000000,Takeoff,Sim_RID_0DRXSA,55.899999999999999,40.321086706179656,-74.033074126188950,0.051607000000000,,2.000000000000000,Helicopter/Multirotor,0.000000000000000,00:0e:8e:bf:0e:69,DJI,,61.299999999999997,56.020000000000003,M3T,"[""test_1"",""test_2"",""test_3""]",FIN87astrdge12k8,Sim_RID_0DRXSA,"[""66c78dbe411b7b67c46ddc75""]",DroneIDTest,,6aa2ba0f789990eef9e1d77e,1581F5FJC247600D6INE,"[""1581F5FJC247600D6INE""]","[{""id"":""1581F5FJC247600D6INE"",""type"":null,""type_label"":""Unknown""}]",Unknown,0.000000000000000
